ticket,opening_time_utc,closing_time_utc,type,lots,symbol,opening_price,closing_price,stop_loss,take_profit,commission_usd,swap_usd,profit_usd
113485983,2022-08-29T01:45:39.429000,2022-08-29T14:39:42.213000,buy,0.13,EURUSDm,0.99267,1,0,0,0,0,95.29
114108437,2022-08-29T10:02:40.666000,2022-08-29T12:50:56.934000,sell,0.15,USDCADm,1.30653,1.3013,0,0,0,0,60.29
113396206,2022-08-29T01:22:32.043000,2022-08-29T01:45:20.468000,sell,0.17,AUDUSDm,0.68526,0.68585,0,0,0,0,-10.03
113423060,2022-08-29T01:26:02.080000,2022-08-29T01:45:16.530000,sell,0.13,EURUSDm,0.9927,0.99266,0,0,0,0,0.52
113269887,2022-08-28T23:56:53.316000,2022-08-29T01:22:05.518000,buy,0.17,AUDUSDm,0.68658,0.68554,0,0,0,0,-17.68
110016105,2022-08-25T23:56:50.992000,2022-08-26T13:36:00.063000,buy,0.18,AUDUSDm,0.69645,0.69946,0,0,0,0,54.18
110262905,2022-08-26T05:35:22.275000,2022-08-26T13:35:50.799000,buy,0.05,GBPUSDm,1.18072,1.1865,0,0,0,0,28.9
110258489,2022-08-26T06:48:08.986000,2022-08-26T13:35:50.796000,buy,0.1,GBPUSDm,1.1793,1.1865,0,0,0,0,72
109694192,2022-08-25T15:50:00.748000,2022-08-26T13:35:43.465000,sell,0.16,USDCADm,1.29435,1.292,0,0,0,0,29.1
110142525,2022-08-26T02:33:51.228000,2022-08-26T10:43:34.443000,buy,0.1,GBPUSDm,1.18227,1.18411,0,0,0,0,18.4
106684004,2022-08-23T23:44:57.779000,2022-08-25T10:09:05.579000,buy,0.13,AUDUSDm,0.6916,0.69727,0,0,0,0,73.71
108303523,2022-08-24T23:59:05.160000,2022-08-25T10:06:59.321000,buy,0.13,AUDUSDm,0.69068,0.69731,0,0,0,0,86.19
106690643,2022-08-24T00:19:10.096000,2022-08-25T09:27:27.254000,buy,0.13,GBPUSDm,1.18195,1.184,0,0,0,0,26.65
106681791,2022-08-23T23:39:16.902000,2022-08-25T09:23:28.767000,buy,0.08,EURUSDm,0.99641,1,0,0,0,0,28.72
107460316,2022-08-24T11:24:45.313000,2022-08-24T23:59:55.598000,buy,0.08,EURUSDm,0.99368,0.99674,0,0,0,0,24.48
106401767,2022-08-23T16:29:55.665000,2022-08-23T23:42:02.422000,buy,0.07,USDCADm,1.29575,1.29616,0,0,0,0,2.21
106344002,2022-08-23T15:37:37.279000,2022-08-23T23:41:57.823000,buy,0.15,USDCADm,1.29446,1.29615,0,0,0,0,19.56
106160689,2022-08-23T14:15:05.464000,2022-08-23T15:13:55.734000,sell,0.07,EURUSDm,1.00006,0.99984,0,0,0,0,1.54
106194916,2022-08-23T14:25:19.543000,2022-08-23T15:12:13.558000,buy,0.15,USDCADm,1.29573,1.29378,0,0,0,0,-22.61
106158333,2022-08-23T14:14:14.696000,2022-08-23T14:14:43.825000,buy,0.02,XAUUSDm,1753.385,1753.119,0,0,0,0,-0.53
105625529,2022-08-23T08:53:01.751000,2022-08-23T14:06:48.227000,sell,0.02,XAUUSDm,1740.794,1752.91,0,0,0,0,-24.23
104949803,2022-08-22T23:14:55.290000,2022-08-23T14:00:42.172000,sell,0.13,AUDUSDm,0.68799,0.69228,0,0,0,0,-55.77
105234446,2022-08-23T05:29:25.784000,2022-08-23T13:45:06.269000,sell,0.07,GBPUSDm,1.17494,1.18174,0,0,0,0,-47.6
104609152,2022-08-22T15:48:28.375000,2022-08-23T08:50:04.550000,sell,0.02,XAUUSDm,1735.364,1742.44,0,0,0,0,-14.15
104565808,2022-08-22T15:26:58.567000,2022-08-22T15:47:28.195000,buy,0.17,GBPUSDm,1.17661,1.1748,0,0,0,0,-30.77
104504015,2022-08-22T14:55:25.790000,2022-08-22T15:47:24.274000,buy,0.07,EURUSDm,0.99692,0.99347,0,0,0,0,-24.15
103710494,2022-08-22T08:07:43.791000,2022-08-22T15:26:14.721000,buy,0.23,GBPUSDm,1.17989,1.1771,0,0,0,0,-64.27
103712463,2022-08-22T08:09:07.487000,2022-08-22T14:49:25.690000,buy,0.07,EURUSDm,1.00016,0.99612,0,0,0,0,-28.28
103665165,2022-08-22T07:55:08.437000,2022-08-22T08:07:20.013000,sell,0.13,EURUSDm,1.00011,1.00045,0,0,0,0,-4.37
103676300,2022-08-22T07:58:42.543000,2022-08-22T08:07:16.874000,sell,0.13,GBPUSDm,1.17945,1.17987,0,0,0,0,-5.46
103661295,2022-08-22T07:53:33.596000,2022-08-22T07:58:12.883000,sell,0.11,GBPUSDm,1.179,1.1799,0,0,0,0,-9.9
103220763,2022-08-22T03:03:27.775000,2022-08-22T07:52:08.562000,buy,0.15,GBPUSDm,1.18291,1.17937,0,0,0,0,-53.1
103036062,2022-08-21T23:33:11.101000,2022-08-22T07:44:41.225000,buy,0.21,EURUSDm,1.0036,1.00225,0,0,0,0,-28.39
103036824,2022-08-21T23:34:27.240000,2022-08-22T02:23:06.782000,buy,0.5,AUDUSDm,0.68752,0.68887,0,0,0,0,67.6
100708215,2022-08-19T01:00:26.006000,2022-08-19T11:08:11.990000,buy,0.17,AUDUSDm,0.69022,0.68877,0,0,0,0,-24.65
101549432,2022-08-19T10:23:15.405000,2022-08-19T11:08:02.423000,buy,0.13,GBPUSDm,1.18605,1.18327,0,0,0,0,-36.14
101379620,2022-08-19T08:20:22.367000,2022-08-19T10:06:56.528000,buy,0.17,GBPUSDm,1.1882,1.1852,0,0,0,0,-51
101346500,2022-08-19T07:54:51.518000,2022-08-19T08:19:41.771000,buy,0.17,GBPUSDm,1.19133,1.18821,0,0,0,0,-53.04
99732209,2022-08-18T10:14:22.269000,2022-08-18T18:19:40.830000,sell,0.01,XAUUSDm,1770.1,1758.791,0,0,0,0,11.31
99678934,2022-08-18T09:31:55.154000,2022-08-18T10:12:48.208000,sell,0.21,GBPUSDm,1.20431,1.20789,0,0,0,0,-75.18
99587031,2022-08-18T08:12:05.694000,2022-08-18T09:07:16.128000,sell,0.03,GBPUSDm,1.20389,1.2059,0,0,0,0,-6.03
99522839,2022-08-18T07:22:56.285000,2022-08-18T09:07:16.127000,sell,0.2,GBPUSDm,1.20089,1.2059,0,0,0,0,-100.2
98922893,2022-08-17T18:10:52.837000,2022-08-18T06:54:02.527000,buy,0.23,EURUSDm,1.01888,1.01519,0,0,0,0,-84.87
98932618,2022-08-17T18:14:41.923000,2022-08-18T06:35:40.293000,buy,0.23,AUDUSDm,0.69526,0.69105,0,0,0,0,-96.83
98030227,2022-08-17T09:29:08.877000,2022-08-17T18:09:33.645000,sell,0.18,GBPUSDm,1.20961,1.2071,0,0,0,0,45.18
98638720,2022-08-17T14:53:58.138000,2022-08-17T18:09:29.274000,sell,0.23,EURUSDm,1.01658,1.01924,0,0,0,0,-61.18
97974757,2022-08-17T08:35:37.417000,2022-08-17T11:20:53.872000,buy,0.25,AUDUSDm,0.69806,0.69398,0,0,0,0,-102
97758869,2022-08-17T07:12:14.840000,2022-08-17T08:35:07.041000,sell,0.2,GBPUSDm,1.20957,1.21172,0,0,0,0,-43
97452944,2022-08-17T01:55:23.036000,2022-08-17T06:37:46.365000,sell,0.25,USDCADm,1.28518,1.28509,0,0,0,0,1.75
97450388,2022-08-17T01:50:41.094000,2022-08-17T06:37:41.537000,buy,0.3,AUDUSDm,0.69993,0.69963,0,0,0,0,-9
97445749,2022-08-17T01:42:52.949000,2022-08-17T01:49:58.888000,sell,0.1,GBPUSDm,1.21043,1.21064,0,0,0,0,-2.1
97447373,2022-08-17T01:45:37.798000,2022-08-17T01:49:55.036000,buy,0.35,USDCADm,1.28586,1.28538,0,0,0,0,-13.07
97443704,2022-08-17T01:40:20.654000,2022-08-17T01:42:14.612000,sell,0.1,GBPUSDm,1.21045,1.21079,0,0,0,0,-3.4
96660161,2022-08-16T11:14:16.175000,2022-08-17T01:38:07.200000,buy,0.06,EURUSDm,1.01313,1.01678,0,0,0,0,21.9
96679569,2022-08-16T11:34:32.495000,2022-08-17T01:38:02.086000,sell,0.2,USDCADm,1.29085,1.28595,0,0,0,0,76.21
96611002,2022-08-16T10:13:08.959000,2022-08-17T01:30:03.903000,buy,0.15,AUDUSDm,0.70007,0.70119,0,0,0,0,16.8
96463632,2022-08-16T07:32:37.433000,2022-08-16T09:45:27.580000,buy,0.35,GBPUSDm,1.20293,1.20272,0,0,0,0,-7.35
96454279,2022-08-16T07:23:51.837000,2022-08-16T07:32:07.286000,sell,0.25,XAUUSDm,1777.575,1778.36,0,0,0,0,-19.62
96375613,2022-08-16T06:14:57.315000,2022-08-16T07:23:15.745000,buy,0.16,GBPUSDm,1.20444,1.20075,0,0,0,0,-59.04
96383278,2022-08-16T06:22:51.306000,2022-08-16T07:21:47.248000,buy,0.29,AUDUSDm,0.70233,0.69909,0,0,0,0,-93.96
96290027,2022-08-16T03:44:30.851000,2022-08-16T06:20:19.041000,buy,0.23,AUDUSDm,0.70224,0.7025,0,0,0,0,5.98
96146710,2022-08-16T00:47:26.758000,2022-08-16T03:43:46.432000,buy,0.22,GBPUSDm,1.20438,1.205,0,0,0,0,13.64
95645741,2022-08-15T13:19:25.542000,2022-08-16T03:36:38.995000,buy,0.26,AUDUSDm,0.70246,0.7025,0,0,0,0,1.04
96172755,2022-08-16T01:05:50.087000,2022-08-16T02:50:04.557000,sell,0.03,US30m,33890.2,33944,0,0,0,0,-1.61
95643515,2022-08-15T13:17:33.491000,2022-08-16T00:43:04.961000,sell,0.14,USDCADm,1.2924,1.29207,0,0,0,0,3.58
95180874,2022-08-15T09:00:05.235000,2022-08-15T09:35:51.188000,buy,0.16,EURUSDm,1.0207,1.01879,0,0,0,0,-30.56
95183418,2022-08-15T09:02:33.708000,2022-08-15T09:35:47.412000,buy,0.16,GBPUSDm,1.20796,1.20517,0,0,0,0,-44.64
94761968,2022-08-15T06:13:20.779000,2022-08-15T09:14:07.006000,buy,0.18,GBPUSDm,1.21157,1.20632,0,0,0,0,-94.5
94441001,2022-08-15T00:26:50.536000,2022-08-15T09:02:26.351000,sell,0.01,XAUUSDm,1799.317,1783.717,0,0,0,0,15.6
95182743,2022-08-15T09:01:52.716000,2022-08-15T09:02:08.375000,sell,0.16,GBPUSDm,1.20771,1.20779,0,0,0,0,-1.28
94765962,2022-08-15T06:16:14.973000,2022-08-15T08:55:42.365000,buy,0.24,EURUSDm,1.02444,1.02049,0,0,0,0,-94.8
92182635,2022-08-12T04:33:56.164000,2022-08-12T17:07:04.048000,sell,0.01,XAUUSDm,1791.725,1800.978,0,0,0,0,-9.25
92619275,2022-08-12T12:38:34.090000,2022-08-12T17:06:23.506000,sell,0.01,XAUUSDm,1791.212,1799.884,0,0,0,0,-8.67
92252156,2022-08-12T06:56:42.264000,2022-08-12T10:52:39.718000,sell,0.12,GBPUSDm,1.22034,1.21215,0,0,0,0,98.28
91637721,2022-08-11T12:35:46.566000,2022-08-12T05:26:07.108000,sell,0.26,GBPUSDm,1.22154,1.22,0,0,0,0,40.04
91638956,2022-08-11T12:35:55.115000,2022-08-12T04:07:36.651000,sell,0.24,EURUSDm,1.03328,1.032,0,0,0,0,30.72
